age,days_since_last_login,avg_time_spent,avg_transaction_value,points_in_wallet,joining_day,joining_month,joining_year,last_visit_time_hour,last_visit_time_minutes,last_visit_time_seconds,gender_M,gender_Unknown,region_category_Town,region_category_Village,membership_category_Gold Membership,membership_category_No Membership,membership_category_Platinum Membership,membership_category_Premium Membership,membership_category_Silver Membership,joined_through_referral_No,joined_through_referral_Yes,preferred_offer_types_Gift Vouchers/Coupons,preferred_offer_types_Without Offers,medium_of_operation_Both,medium_of_operation_Desktop,medium_of_operation_Smartphone,internet_option_Mobile_Data,internet_option_Wi-Fi,used_special_discount_Yes,offer_application_preference_Yes,past_complaint_Yes,feedback_Poor Customer Service,feedback_Poor Product Quality,feedback_Poor Website,feedback_Products always in Stock,feedback_Quality Customer Care,feedback_Reasonable Price,feedback_Too many ads,feedback_User Friendly Website
24,156,48.27919226889245,693.7988592692739,5.585728745658991,18,5,2015,5,44,22,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0
60,9,74.51922122132126,654.9837423118857,76.9042636391658,21,1,2023,0,28,44,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
47,135,63.378832346063945,795.5551706797855,216.16801428000227,26,12,2018,13,24,34,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1
69,34,2.5608810327136573,898.7117775883198,46.30226546905802,5,7,2017,0,15,16,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0
34,39,31.880815265864232,603.3306156415234,164.14865628488607,18,1,2023,16,55,10,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1
40,189,34.45077236995808,560.6304205265158,119.22702872484902,3,5,2022,15,8,58,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0
41,95,54.88427979057695,128.13203374018144,402.8902240089884,1,10,2015,13,0,40,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
44,293,25.94522307781652,470.88244668906754,220.9984996388008,31,2,2016,11,49,6,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1
49,255,61.59157845129348,888.5840741048818,381.60278493774285,19,12,2023,23,33,25,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1
37,112,72.90071870548122,699.3569670005523,491.3481466298775,5,11,2020,10,33,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1
50,280,61.895368678666586,992.3942282354267,433.63074911487433,29,8,2022,21,18,26,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1
24,96,57.2667058313695,774.6071588621876,166.57073738639778,18,4,2016,21,33,28,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1
50,188,26.49073072776459,593.454180377505,286.4740754745247,10,5,2017,20,26,41,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0
71,311,92.73452513658226,654.2065763997437,433.87107139281284,3,5,2015,10,55,9,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1
46,247,67.31078699870974,415.17983064334044,247.26236425624032,25,12,2024,3,10,13,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
45,91,29.21027430630252,980.9537408140925,28.06071345133082,23,1,2016,18,44,49,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0
34,62,56.142165470809516,436.60239395280985,256.29608809510387,7,7,2015,12,0,15,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1
52,197,1.4454652978186875,686.3753791137214,206.72566269671816,13,4,2022,2,37,45,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1
73,4,97.52377782694278,639.258804768988,1.4393402672664979,3,1,2019,2,42,57,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1
35,156,8.037740982941134,432.81530135108017,441.8596777782396,19,8,2022,21,32,5,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1
38,91,69.50661320544071,947.6852601377764,108.21005017277908,15,3,2016,13,18,39,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
60,295,49.870298798764715,229.04302900567606,175.14404681419848,29,3,2023,7,50,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0
59,44,19.000860207781148,826.5599872697402,46.28427235331106,1,6,2021,21,38,7,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0
79,319,76.80614118607072,362.8698270477166,378.67257773645184,1,4,2021,6,6,12,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1
61,230,31.948807755599425,943.7663784270603,428.50603327314496,5,12,2021,7,21,36,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1
54,11,15.503074628840686,367.1137356907847,81.83184175692976,19,9,2024,11,18,18,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
40,31,39.3953058180907,799.2023969227868,429.7907985703647,13,6,2022,7,5,10,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1
31,241,61.67993294749171,127.66897541308315,121.6382514636658,7,10,2018,7,39,51,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1
25,149,14.154318186080078,81.30449645176608,423.7098165429797,6,3,2019,4,54,13,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
38,332,35.446167127171435,229.00505370413322,323.3309828771601,27,12,2016,8,40,25,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0
63,1,61.76287905776934,433.2687405512673,409.9050050938493,21,1,2016,6,21,4,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1
69,12,51.58285097775718,807.0748033054755,64.15609631295848,23,3,2020,20,23,21,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1
54,288,66.32026128632614,247.45327023730394,488.3074586586415,18,6,2018,19,33,46,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1
44,64,38.15086950776899,263.3719255485259,462.7572066124618,23,3,2019,8,39,23,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0
45,228,37.749342090701774,753.2092868451059,412.50367266705075,19,1,2023,12,10,48,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1
18,287,6.226119107703578,742.2116081894459,337.57111551782896,30,9,2019,6,7,23,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0
31,276,51.42104569617711,648.6742915016572,45.52969947634372,16,3,2018,13,52,7,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0
57,25,42.958195583230115,286.7913119694429,104.38935454694843,18,3,2020,15,4,45,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1
64,306,39.596491934398905,960.3705962387261,135.6478296088332,26,11,2016,13,14,6,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1
66,68,48.04298640249032,170.19600084709205,252.73437667008082,14,7,2018,7,38,59,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
75,185,4.834533384990144,764.1898571658485,481.37058520276946,13,7,2017,6,36,58,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0
54,32,75.21787153658096,55.555766562950254,155.6825366639672,18,10,2016,8,22,4,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
32,233,42.17411786852587,476.13487873954966,413.03074041724676,19,1,2021,1,52,54,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1
55,48,70.95686577722206,905.45769646623,342.5012741797635,12,8,2018,13,3,5,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1
62,231,36.959883858956445,73.36194255271789,399.54645708058604,21,10,2019,10,55,16,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0
29,118,99.51852688343828,295.2325300900472,429.0894787637616,30,1,2020,9,13,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0
27,215,20.47426893349419,152.14937176579167,71.29720064897494,12,4,2023,23,4,10,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1
26,217,12.326862981751447,693.6855281830451,137.6581848862995,10,1,2021,14,10,5,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1
77,8,63.94784507661951,137.87258786641226,223.54729059579364,6,5,2019,3,16,55,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
35,75,91.84542034357843,735.7560210296614,327.5398209826855,11,1,2022,7,21,16,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1
66,309,39.88146781718705,479.3154084202913,456.40785557690117,22,1,2020,12,23,41,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1
36,206,43.7647454091727,384.4510797720477,379.9924890110831,6,9,2015,10,8,50,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1
41,327,60.77725515428942,670.7935733725191,155.53346260755762,22,1,2024,6,1,15,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1
37,182,9.58652326960087,449.00112787694235,354.00839657068855,11,7,2022,20,3,50,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1
66,299,64.70630297657695,527.9922912536545,228.42639365483302,29,6,2015,8,1,41,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0
49,281,17.732928208586205,221.84246686414946,356.0689614449656,4,10,2016,21,14,44,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1
78,282,46.33341720564923,803.5371953559796,452.52070500120385,8,4,2017,13,12,22,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1
33,361,2.4085214753632096,916.3354862471608,274.0726077553996,26,5,2019,5,50,15,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0
60,324,60.77681078395134,768.453791479682,19.41686808343507,18,1,2018,16,18,3,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1
41,141,33.30722169016168,276.4691336238254,73.32714278786811,10,6,2023,14,47,28,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1
48,292,44.66939654757214,153.40808496917765,79.35719644858035,27,3,2021,8,34,50,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0
64,17,35.28283797874447,969.2975014452935,23.130942577540726,8,6,2024,15,22,59,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1
19,203,80.61653736068968,140.51826353613112,380.55444019240235,8,9,2016,6,21,45,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0
39,357,42.9802259856859,520.7686637234776,171.49779223854978,30,10,2015,19,39,14,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
62,338,79.67761778006772,280.1703799004389,184.19026576027332,1,6,2020,21,13,13,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0
25,326,93.81305809447464,882.1362961996736,428.655147392495,7,12,2020,22,44,34,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0
25,313,32.96795292779075,910.4675336593012,12.226761966427635,17,11,2019,2,18,25,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1
57,28,93.05602037690426,422.20426412952617,484.59736389703653,7,7,2016,16,38,34,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0
62,222,24.362408243713517,936.2682834114214,179.27104425480823,19,12,2017,17,13,24,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1
33,175,76.00175978930223,216.4675923277233,275.90391713547876,22,5,2020,21,30,6,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0
70,25,59.80211086087104,452.4881944449005,223.1146305699594,16,5,2017,2,59,42,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0
19,306,7.023692759901112,654.851226368938,469.47950306634084,11,3,2016,0,50,10,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1
65,91,60.62510021759359,482.27884339513247,343.00102541070396,22,7,2023,18,12,30,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0
68,73,35.056000817578415,60.04378950916676,121.26095361805488,14,5,2015,18,2,51,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0
35,265,20.97578897679731,815.0886899881049,321.44494663264635,11,5,2021,3,20,10,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1
50,29,42.842998482877476,562.9979670882863,346.8719224126593,4,6,2023,18,15,11,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1
66,278,32.59762865408311,25.591895658152538,463.37256887673675,29,6,2020,14,15,10,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
21,107,56.89261137518135,275.8873115821167,326.55817890346316,31,11,2019,0,27,27,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1
76,159,64.77731980089015,75.11736913082753,305.60009026381005,7,9,2018,5,45,15,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
65,233,9.551701195257174,368.6618862626915,210.93670682570553,20,10,2015,11,51,9,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0
48,72,55.1241233004798,81.70932216639756,25.9199722500465,2,1,2017,22,53,20,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
41,97,59.12959391956077,164.71556611265106,467.2975145403205,1,3,2018,13,59,26,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0
79,82,54.52388495487911,852.6545163826031,58.57536436473371,28,6,2019,4,34,23,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1
76,320,15.2652810975441,817.1204945499726,436.773247459063,28,2,2016,21,42,21,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1
76,200,84.56358499971586,198.76263853757902,444.884749782777,18,6,2021,15,6,34,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0
58,88,27.635560255170326,215.84244831051186,237.81288564996922,24,4,2023,16,15,34,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1
65,163,69.23658661130477,328.0885384522021,320.6501434280141,25,7,2018,17,1,7,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1
35,245,59.324541828942145,744.8088706148775,269.17858710292785,3,8,2021,9,8,44,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0
42,102,23.25315083959541,685.6018381758332,91.76088966032376,8,7,2017,19,12,20,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
59,53,96.29220477813774,713.6088123702395,267.80563857201577,22,6,2019,4,43,54,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1
76,104,81.53166040885937,885.9149157779245,149.62846633622513,18,3,2019,0,11,41,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
71,83,9.521100582096446,475.01733353116583,338.36232194508534,16,11,2021,17,8,26,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1
60,126,94.19062912669412,336.64875251167547,393.7587553719071,11,9,2022,13,49,34,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1
54,64,90.49294616774247,75.27911564669971,237.76233076574826,4,7,2018,17,23,52,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1
19,60,20.612096186722656,96.3929250747005,378.7676761652308,14,9,2016,13,45,22,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0
46,94,23.51863721567119,669.9638568117595,10.737138232750464,16,5,2016,3,11,49,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0
20,279,64.60911836030735,973.9951309708076,203.1134654035761,16,1,2015,21,18,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1
68,164,22.285245099785655,93.11377503754889,384.436121877341,21,1,2021,8,26,20,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1
70,15,32.34423239365167,757.0347264540325,73.2652016487363,8,5,2015,8,1,23,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
50,287,69.92955597059235,221.22968319401858,480.1330134289455,14,4,2016,6,42,29,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
37,149,33.10273208627517,429.90553412550315,268.5225735246573,24,3,2024,13,57,41,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1
57,199,68.58867365859999,677.2510306232512,430.3600117109154,22,10,2016,11,5,25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
69,195,77.80014748299162,973.6388086440246,86.75575418882181,5,5,2016,20,24,54,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0
55,38,59.320148976210135,256.27997934363884,208.43964761082927,16,5,2018,10,21,13,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1
76,220,63.01548226117767,401.13039840020565,259.83782778203204,27,11,2020,9,22,10,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
52,211,18.707407735375007,790.8603879832659,97.82094060596513,1,10,2018,23,51,6,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1
20,179,27.220718095763996,209.25549742800186,482.18037029528745,17,4,2018,11,41,50,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1
39,259,49.56857962184836,609.1768338631632,282.88035821078347,30,4,2016,19,56,34,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1
48,90,20.300123789404335,979.3959777357651,121.1059517876204,4,2,2018,19,34,37,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1
65,153,62.69759354208849,658.1082558105445,158.60509339388358,25,5,2017,4,3,33,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1
24,61,52.834133771605416,771.6796726127579,375.4143815010694,21,7,2018,9,43,51,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1
18,217,32.93027313181324,685.5194000621806,497.71323021805017,18,5,2016,19,1,9,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1
61,336,96.99086230781363,46.41092895537036,109.3987150334192,22,3,2021,1,44,59,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0
60,354,81.82546478051354,889.2027919380204,400.3074194580502,18,3,2023,22,31,46,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0
79,280,95.16324914555058,11.74420818150437,453.82558649794913,30,1,2023,17,54,30,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
44,279,51.12675576164849,645.6573716818222,23.767937899634106,25,6,2024,14,13,40,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1
42,182,64.25845822836885,870.988908228163,453.56234404313005,3,10,2024,13,32,42,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0
60,21,34.16034542746117,147.98901535922582,335.6220065178042,12,7,2017,18,42,17,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
20,101,2.048677550979728,586.623713937017,383.269518828124,9,7,2023,20,11,32,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1
50,219,61.40032169089983,880.3510442645897,222.22658616583024,3,2,2020,9,30,55,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1
79,271,62.15531499888738,627.8720304391527,167.2163183124092,28,4,2018,7,12,58,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1
42,76,6.997616011062063,690.7219227360238,360.91760845180255,18,10,2022,0,13,5,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0
23,318,83.34304728240414,982.3515237938853,82.03469500976101,13,10,2023,7,24,27,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
77,155,35.264941870232825,739.6505318763877,326.7459287711551,23,10,2020,20,54,59,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1
75,177,79.3329153832938,465.7307189948323,44.99483539113203,11,5,2020,5,12,3,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0
70,307,85.95557410655101,341.8120338895053,215.75752109724604,1,9,2018,17,50,32,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1
54,103,97.04082972048943,970.0837718656079,81.38403544296679,22,9,2019,1,36,35,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
70,345,47.68312902341751,265.55968747245083,323.1197578831615,10,12,2020,9,59,12,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
49,241,30.03998306509364,845.0123272244149,498.2436963674456,6,9,2023,10,43,27,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1
67,277,80.03691305113637,439.58317079757904,17.43442658750688,23,2,2022,13,9,16,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
61,92,62.264671615002044,523.7542543901303,71.26377777429138,13,6,2018,18,34,12,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0
66,148,72.46281798446452,331.293847286233,179.72314447321924,13,5,2020,11,42,44,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1
49,268,21.05815246764164,107.17968900446506,43.52821317333472,12,7,2022,4,12,59,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1
63,102,12.820087009539249,86.65521851875847,401.9266070159666,12,12,2019,4,46,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1
26,281,66.44224908448781,79.88656621692446,449.64314427209274,4,4,2018,12,32,28,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1
57,285,58.43478091383857,613.3944617262264,21.171215928264097,15,5,2021,7,43,55,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1
28,171,63.034493589510106,620.7904750005639,449.76429956665953,20,1,2017,23,2,35,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
